Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000091140,DLD,89,-0.0969,36,-1.5031,54,-0.8630,115,0.31240,121,0.45566,137,0.69040,75,-0.3648,64,-0.6264
ENSG00000091136,LAMB1,89,2.42646,0,-10.001,12,-1.0193,0,-5.1247,54,1.72398,9,-1.6089,7,-1.7466,2,-3.3621
ENSG00000091129,NRCAM,89,-2.1592,89,-2.1687,156,-1.3347,240,-0.6750,594,0.92059,276,-0.5126,522,0.56467,862,1.45020
ENSG00000135241,PNPLA8,89,-0.3950,96,-0.2874,146,0.38398,93,-0.3277,98,-0.2781,77,-0.6863,136,0.27047,238,1.23316
ENSG00000177683,THAP5,89,0.60714,108,0.92487,28,-1.1892,33,-0.9728,59,-0.0782,49,-0.4062,73,0.26249,70,0.20065
ENSG00000128590,DNAJB9,89,1.03354,37,-0.4108,23,-1.1173,56,0.25301,46,-0.0629,38,-0.3928,47,-0.0284,58,0.30396
ENSG00000173114,LRRN3,89,0.15037,9,-3.2022,16,-2.4037,79,-0.0462,95,0.27836,36,-1.3357,162,1.15762,195,1.50026
ENSG00000128512,DOCK4,89,0.44691,97,0.58568,52,-0.4144,55,-0.3188,71,0.08105,27,-1.5135,92,0.49846,96,0.56863
ENSG00000198839,ZNF277,89,1.35801,33,-0.3112,28,-0.5691,26,-0.6900,23,-0.9519,41,0.02602,48,0.27407,51,0.37880
ENSG00000006652,IFRD1,89,1.65536,39,0.19854,18,-1.0096,35,0.03428,35,0.01983,20,-0.8878,22,-0.6844,30,-0.2162
ENSG00000146802,TMEM168,89,2.41645,28,0.29525,14,-0.7942,31,0.42657,5,-2.2755,3,-3.0025,21,-0.2162,36,0.67757
ENSG00000164603,BMT2,89,2.52946,8,-1.5392,9,-1.3881,24,0.13348,19,-0.3234,8,-1.6217,25,0.16202,16,-0.5445
ENSG00000164604,GPR85,89,2.11999,1,-4.6811,35,0.42476,23,-0.2463,30,0.20166,13,-1.1499,28,0.06254,7,-2.0554
ENSG00000214194,SMIM30,89,0.50006,83,0.37762,91,0.53783,73,0.17866,48,-0.5537,56,-0.2888,49,-0.4459,63,-0.0550
ENSG00000198898,CAPZA2,89,-0.9811,72,-1.2989,173,0.04890,142,-0.2717,216,0.46766,229,0.57696,159,-0.0894,156,-0.1150
ENSG00000004866,ST7,89,2.23907,5,-2.4992,27,0.07696,19,-0.4372,20,-0.4293,19,-0.5305,19,-0.4330,19,-0.4388
ENSG00000077063,CTTNBP2,89,1.54689,93,1.62827,16,-1.2615,15,-1.3132,19,-1.0352,16,-1.3377,58,0.76897,19,-0.9543
ENSG00000128534,LSM8,89,1.51613,52,0.55180,34,-0.1312,42,0.20186,19,-1.0577,25,-0.6309,23,-0.7041,38,0.05200
ENSG00000184408,KCND2,89,1.09951,10,-2.2454,13,-1.9507,91,1.13394,47,0.03618,26,-0.9563,56,0.30082,57,0.32593
ENSG00000071243,ING3,89,1.73978,31,-0.0918,19,-0.8173,15,-1.1651,21,-0.7202,19,-0.8959,32,-0.0404,59,0.98923
ENSG00000196937,FAM3C,89,-0.8578,30,-2.4563,74,-1.1402,158,0.02906,210,0.56710,211,0.57971,247,0.76842,110,-0.5367
ENSG00000106278,PTPRZ1,89,-1.9448,245,-0.4201,404,0.37796,450,0.55835,72,-2.4055,75,-2.3420,157,-1.1007,1560,3.09595
ENSG00000008311,AASS,89,1.90643,92,1.96606,25,-0.2785,6,-2.3805,1,-4.3751,5,-2.7062,25,-0.3103,51,0.85561
ENSG00000081803,CADPS2,89,1.44465,6,-2.7574,24,-0.7366,1,-5.1472,48,0.42981,41,0.14281,61,0.77313,22,-0.8473
ENSG00000128609,NDUFA5,89,-2.5795,161,-1.7131,383,-0.3975,461,-0.1040,527,0.12361,892,1.18612,460,-0.1058,528,0.11269
ENSG00000106299,WASL,89,-0.6727,77,-0.9002,105,-0.4303,54,-1.4317,198,0.69520,148,0.12937,197,0.59004,161,0.25065
ENSG00000170775,GPR37,89,0.00744,675,4.79304,28,-1.7358,16,-2.6023,19,-2.4533,3,-4.9243,19,-2.2885,18,-2.4226
ENSG00000048405,ZNF800,89,1.62135,54,0.71473,44,0.38565,12,-1.6182,15,-1.4098,18,-1.0601,53,0.69432,29,-0.2793
ENSG00000004059,ARF5,89,-0.2949,29,-1.9790,55,-1.0502,130,0.30581,193,1.15529,165,0.81320,30,-1.9478,29,-2.0017
ENSG00000197157,SND1,89,1.07607,43,-0.1193,28,-0.7974,43,-0.1497,56,0.32079,38,-0.3851,41,-0.2185,38,-0.3439
ENSG00000128594,LRRC4,89,1.52738,4,-3.0851,14,-1.4211,17,-1.1925,53,0.69041,29,-0.4023,48,0.45423,29,-0.3607
ENSG00000106344,RBM28,89,1.27540,54,0.41405,21,-1.0547,28,-0.6019,28,-0.6786,20,-1.2056,65,0.72334,64,0.69234
ENSG00000165055,METTL2B,89,2.50053,21,-0.1223,16,-0.5654,19,-0.2835,7,-1.7832,12,-1.0478,23,-0.0008,21,-0.1276
ENSG00000128595,CALU,89,0.52887,83,0.41373,40,-0.7296,76,0.26711,87,0.55249,32,-1.1931,76,0.26344,43,-0.6148
ENSG00000128596,CCDC136,89,0.01777,10,-3.2178,39,-1.2633,191,1.30227,72,-0.3701,128,0.70520,111,0.36124,45,-1.0414
ENSG00000128524,ATP6V1F,89,-1.8359,104,-1.6128,184,-0.7468,502,0.86975,382,0.46755,536,1.17064,116,-1.4459,142,-1.1492
ENSG00000064419,TNPO3,89,1.46191,23,-0.7670,24,-0.6895,24,-0.6813,36,-0.0817,22,-0.9406,53,0.53263,49,0.43133
ENSG00000158457,TSPAN33,89,2.32648,11,-1.1630,22,-0.1756,13,-0.9512,27,0.14798,14,-0.9661,15,-0.7563,14,-0.8289
ENSG00000158467,AHCYL2,89,1.20384,21,-1.1299,65,0.66007,77,0.93611,29,-0.6994,18,-1.4841,18,-1.3411,73,0.83849
ENSG00000240204,SMKR1,89,2.72422,0,-5.0950,10,-1.1068,10,-1.1584,20,-0.0542,19,-0.1627,15,-0.4826,5,-2.0213
ENSG00000186591,UBE2H,89,0.06655,94,0.14758,84,-0.0410,106,0.34979,78,-0.1571,82,-0.0800,83,-0.0490,80,-0.1109
ENSG00000128607,KLHDC10,89,1.02895,36,-0.4408,25,-1.0051,28,-0.8587,47,-0.0527,47,-0.0435,73,0.69065,42,-0.2063
ENSG00000146842,TMEM209,89,2.88018,26,0.47929,4,-2.1281,16,-0.3020,10,-1.1134,9,-1.2559,5,-1.8684,16,-0.3421
ENSG00000106477,CEP41,89,1.50209,30,-0.3472,17,-1.1564,24,-0.6981,51,0.58533,18,-1.1982,54,0.60073,20,-0.9755
ENSG00000106484,MEST,89,1.38715,3,-3.7260,7,-2.5677,19,-1.1207,57,0.69434,28,-0.5815,82,1.23735,24,-0.7810
ENSG00000270953,AC007938.3,89,2.09149,1,-4.1958,1,-4.7843,0,-6.4733,34,0.36812,11,-1.5132,86,2.01517,9,-1.7064
ENSG00000286214,AUXG01000058.1,89,-2.2067,15,-4.8114,117,-1.8041,147,-1.4662,637,1.00060,340,-0.2080,1279,2.17851,218,-0.8767
ENSG00000231721,LINC-PINT,89,1.95876,31,0.09479,14,-1.0703,10,-1.6141,28,-0.0750,25,-0.2994,18,-0.7199,24,-0.2927
ENSG00000128585,MKLN1,89,-0.0239,101,0.17101,84,-0.1271,104,0.22517,66,-0.5516,49,-1.0353,123,0.49451,176,1.10813
ENSG00000128567,PODXL,89,1.90028,9,-1.7216,110,2.33540,12,-1.3839,25,-0.2956,8,-2.0823,11,-1.5370,3,-3.1583
ENSG00000221866,PLXNA4,89,1.16358,2,-4.5997,10,-2.1653,23,-1.0379,77,1.06398,32,-0.5942,80,0.97461,25,-0.9029
ENSG00000106554,CHCHD3,89,1.50555,27,-0.5103,26,-0.5298,30,-0.3396,43,0.26283,31,-0.3087,18,-1.1102,32,-0.2033
ENSG00000131558,EXOC4,89,0.85519,42,-0.3666,25,-1.1634,66,0.33807,72,0.56432,41,-0.4527,45,-0.2784,40,-0.4626
ENSG00000205060,SLC35B4,89,1.00061,38,-0.4044,16,-1.6415,60,0.32244,57,0.28562,31,-0.7493,58,0.27978,50,0.03833
ENSG00000085662,AKR1B1,89,-0.1685,67,-0.6122,48,-1.1177,129,0.41746,158,0.89257,94,-0.1072,78,-0.3877,80,-0.3399
ENSG00000172331,BPGM,89,1.53374,27,-0.4428,18,-1.0546,31,-0.2552,24,-0.7387,36,0.00108,29,-0.3477,49,0.48249
ENSG00000122786,CALD1,89,-0.0769,150,0.77176,399,2.72305,5,-4.3500,35,-1.6057,33,-1.7246,105,0.17396,55,-0.8247
ENSG00000080802,CNOT4,89,0.60172,61,-0.0183,69,0.16973,15,-2.1488,48,-0.4232,44,-0.5923,121,1.12469,79,0.38768
ENSG00000155561,NUP205,89,2.83300,14,-0.4913,5,-1.9034,13,-0.6057,12,-0.8184,6,-1.8288,17,-0.2307,22,0.17671
ENSG00000243317,STMP1,89,0.91475,67,0.43802,85,0.82452,54,0.07100,16,-1.8535,48,-0.1206,17,-1.6693,73,0.57037
ENSG00000105887,MTPN,89,-1.0087,75,-1.2709,185,0.12052,135,-0.3770,208,0.36261,198,0.26947,248,0.60390,167,-0.0359
ENSG00000105894,PTN,89,-2.6883,335,-0.7186,912,0.90417,999,1.06391,114,-2.4647,249,-1.2690,328,-0.7519,1908,2.33956
ENSG00000157680,DGKI,89,1.08824,5,-3.1854,17,-1.5519,7,-2.7195,64,0.60625,29,-0.8085,125,1.70601,36,-0.4112
ENSG00000182158,CREB3L2,89,3.02864,37,1.17526,19,0.05273,2,-3.0693,2,-3.4498,4,-2.4509,9,-1.1102,17,-0.1256
ENSG00000122779,TRIM24,89,1.02225,98,1.18714,12,-2.1206,46,-0.0612,34,-0.6217,29,-0.8668,65,0.47230,48,-0.0173
ENSG00000122778,KIAA1549,89,1.72983,1,-4.6864,13,-1.3682,30,-0.1379,43,0.51214,18,-0.9968,48,0.62911,24,-0.5047
ENSG00000105939,ZC3HAV1,89,2.37190,24,-0.0240,35,0.57832,27,0.15162,3,-3.1463,4,-2.8217,18,-0.4120,35,0.61599
ENSG00000157741,UBN2,89,1.16802,57,0.40686,49,0.15145,6,-2.8831,25,-0.9899,29,-0.7330,79,0.96008,57,0.38667
ENSG00000164898,FMC1,89,0.45165,81,0.29956,48,-0.5326,124,1.00739,46,-0.6690,90,0.54041,24,-1.5609,37,-0.9310
ENSG00000146963,LUC7L2,89,-0.2095,179,0.93794,128,0.37269,49,-1.1209,69,-0.6815,88,-0.2567,140,0.52038,120,0.25539
ENSG00000236279,CLEC2L,89,1.45200,0,-5.5448,17,-1.2273,46,0.29312,55,0.68244,38,-0.0220,39,0.02910,5,-3.0060
ENSG00000064393,HIPK2,89,-0.8845,776,3.11362,276,0.93010,44,-1.9567,29,-2.7007,37,-2.3292,143,-0.1568,119,-0.4464
ENSG00000006459,KDM7A,89,2.74849,13,-0.7494,10,-1.1475,14,-0.5467,8,-1.4771,13,-0.8239,23,0.18140,15,-0.4749
ENSG00000157800,SLC37A3,89,2.53961,9,-1.2892,4,-2.4313,19,-0.2747,23,0.05154,16,-0.5848,19,-0.2842,6,-1.9751
ENSG00000133606,MKRN1,89,0.31387,46,-0.7319,39,-0.9656,90,0.32642,101,0.59930,82,0.19029,53,-0.5218,52,-0.5321
ENSG00000133597,ADCK2,89,1.66439,16,-1.1477,10,-1.8023,58,0.86516,43,0.41011,24,-0.5631,23,-0.6258,10,-1.7802
ENSG00000090266,NDUFB2,89,-2.7550,400,-0.5144,643,0.23872,821,0.64442,466,-0.3070,994,1.16076,257,-1.1883,414,-0.4626
ENSG00000157764,BRAF,89,0.94053,25,-1.0770,24,-1.1721,29,-0.8444,63,0.39101,40,-0.4033,92,0.99328,41,-0.3159
ENSG00000090263,MRPS33,89,-0.4567,106,-0.1853,74,-0.7419,143,0.29475,136,0.24159,168,0.64155,70,-0.8323,103,-0.2327
ENSG00000261115,TMEM178B,89,0.61117,9,-2.8236,21,-1.6271,55,-0.1875,107,1.09695,40,-0.7240,82,0.46006,64,0.05334
ENSG00000006530,AGK,89,1.83114,6,-2.4032,21,-0.6340,28,-0.1691,39,0.39136,24,-0.4432,28,-0.1606,14,-1.1820
ENSG00000257093,DENND11,89,1.03667,76,0.75672,31,-0.6663,29,-0.7711,43,-0.2102,26,-1.0074,83,0.91130,33,-0.5932
ENSG00000106028,SSBP1,89,-0.9844,140,-0.2984,193,0.21823,163,-0.0568,189,0.20754,240,0.66778,132,-0.3801,111,-0.6514
ENSG00000106123,EPHB6,89,-0.1697,2,-5.2341,54,-0.9494,86,-0.2209,145,0.71947,95,-0.0785,209,1.25760,72,-0.5015
ENSG00000197448,GSTK1,89,1.35986,44,0.15122,43,0.09708,25,-0.7407,30,-0.4926,32,-0.3801,25,-0.7365,50,0.36474
ENSG00000159784,FAM131B,89,1.43128,45,0.24857,23,-0.8206,10,-1.9953,43,0.18345,31,-0.3691,57,0.64496,13,-1.6064
ENSG00000272619,AC093673.2,89,2.62577,3,-2.6648,29,0.49862,5,-1.9966,6,-2.0797,28,0.48907,2,-3.4997,19,-0.2054
ENSG00000159840,ZYX,89,1.70945,19,-0.8204,33,-0.0228,18,-0.9669,31,-0.1076,30,-0.2004,39,0.25611,12,-1.5025
ENSG00000198420,TCAF1,89,-1.5338,110,-1.2244,82,-1.6529,98,-1.3996,424,1.10019,162,-0.6921,670,1.77693,205,-0.2694
ENSG00000174469,CNTNAP2,89,-0.5982,35,-1.9944,21,-2.7497,248,1.06852,163,0.40764,128,-0.0368,276,1.25989,57,-1.2679
ENSG00000055130,CUL1,89,0.49323,46,-0.5489,21,-1.7570,72,0.12964,107,0.94386,64,-0.0569,56,-0.2583,33,-1.0643
ENSG00000155660,PDIA4,89,1.39365,89,1.37752,19,-1.1232,52,0.45763,22,-0.9873,12,-1.9134,35,-0.2004,42,0.10452
ENSG00000181220,ZNF746,89,2.64746,15,-0.5094,8,-1.5262,27,0.36764,20,-0.1436,10,-1.1981,14,-0.5990,0,-4.9863
ENSG00000171130,ATP6V0E2,89,-1.4721,131,-0.8906,246,0.08634,307,0.44922,291,0.41111,285,0.37404,203,-0.2161,201,-0.2359
ENSG00000106538,RARRES2,89,1.72339,37,0.19658,70,1.26889,29,-0.1788,10,-1.9634,9,-2.1096,22,-0.6010,45,0.48770
ENSG00000214022,REPIN1,89,1.47980,33,-0.1889,49,0.44146,53,0.54549,21,-0.9577,21,-1.0077,20,-0.9732,47,0.37271
ENSG00000133574,GIMAP4,89,2.60659,27,0.36641,59,1.71868,0,-7.0763,2,-3.2272,6,-2.0708,25,0.18721,1,-3.7770
ENSG00000106565,TMEM176B,89,1.93098,26,-0.2126,43,0.60114,71,1.47683,2,-3.6276,5,-2.8276,7,-2.1821,47,0.74213
ENSG00000002933,TMEM176A,89,2.20419,21,-0.3231,18,-0.5737,56,1.29083,1,-4.7216,1,-4.4399,7,-1.9989,66,1.57545
ENSG00000197150,ABCB8,89,2.05567,14,-1.0016,23,-0.3014,21,-0.4192,25,-0.2228,16,-0.9529,23,-0.2986,27,-0.0260
ENSG00000164885,CDK5,89,-0.1781,16,-2.7417,32,-1.7421,119,0.27778,162,0.92897,147,0.73763,73,-0.5014,54,-0.9636
ENSG00000164896,FASTK,89,1.59881,15,-1.2696,64,0.97597,28,-0.3366,29,-0.3256,24,-0.6417,35,0.00029,14,-1.4346
ENSG00000164897,TMUB1,89,2.29926,12,-1.0622,47,1.05189,16,-0.6711,15,-0.8400,15,-0.8285,14,-0.9247,10,-1.3332
ENSG00000133612,AGAP3,89,-0.5362,47,-1.4960,170,0.49152,137,0.13962,171,0.57615,141,0.21338,117,-0.1092,72,-0.8743
ENSG00000033050,ABCF2,89,1.02953,32,-0.6272,27,-0.9165,29,-0.7877,77,0.90831,35,-0.5357,46,-0.0802,34,-0.5532
ENSG00000033100,CHPF2,89,2.91245,2,-3.0260,11,-0.8533,1,-4.2359,20,0.08969,16,-0.3020,15,-0.4074,2,-3.2914
ENSG00000082014,SMARCD3,89,-0.2287,18,-2.6400,125,0.31400,144,0.54776,93,-0.1916,124,0.32983,112,0.13160,111,0.11776
ENSG00000013374,NUB1,89,0.19298,129,0.80366,52,-0.6593,35,-1.2708,69,-0.2402,58,-0.5466,124,0.74212,109,0.52168
ENSG00000106615,RHEB,89,-1.4108,80,-1.5717,173,-0.4035,330,0.63683,280,0.41997,331,0.75138,145,-0.6823,195,-0.2133
ENSG00000106617,PRKAG2,89,0.90905,12,-2.2214,31,-0.7783,27,-1.0173,66,0.44406,60,0.28490,66,0.39819,39,-0.4290
ENSG00000239911,PRKAG2-AS1,89,0.79226,0,-5.9555,31,-0.9070,58,0.08420,75,0.57916,83,0.77610,45,-0.3119,12,-2.3271
ENSG00000178234,GALNT11,89,0.40630,11,-2.6839,23,-1.6519,66,-0.0920,96,0.59813,84,0.35908,111,0.76441,34,-1.0784
ENSG00000055609,KMT2C,89,-0.2239,230,1.36483,102,-0.0123,43,-1.3339,51,-1.1627,28,-2.1212,202,1.13063,205,1.15839
ENSG00000261455,LINC01003,89,2.66293,10,-1.1334,23,0.14870,6,-1.8227,14,-0.7408,16,-0.4709,6,-1.7990,18,-0.2628
ENSG00000133627,ACTR3B,89,0.72341,5,-3.5319,24,-1.3062,34,-0.7931,118,1.46634,49,-0.2839,56,-0.0448,32,-0.9037
ENSG00000130226,DPP6,89,-0.6951,39,-1.9183,32,-2.2069,212,0.68453,276,1.38442,99,-0.5907,199,0.58043,73,-1.0053
ENSG00000220575,HTR5A-AS1,89,2.33731,0,-8.6235,6,-1.9577,6,-2.0227,30,0.36134,26,0.09382,19,-0.4082,13,-0.9399
ENSG00000157219,HTR5A,89,2.03361,0,-10.259,3,-3.3179,20,-0.5059,47,0.96676,18,-0.7913,35,0.35812,7,-2.1436
ENSG00000186480,INSIG1,89,0.37209,112,0.74421,43,-0.7735,84,0.27412,57,-0.3688,30,-1.4055,65,-0.1442,141,1.15271
ENSG00000184863,RBM33,89,1.76013,39,0.27746,29,-0.1741,10,-1.7445,22,-0.6376,19,-0.8945,41,0.35959,34,0.06856
ENSG00000105983,LMBR1,89,1.25204,17,-1.3780,14,-1.7045,41,-0.0562,49,0.25003,38,-0.2123,45,0.10949,45,0.10174
ENSG00000146909,NOM1,89,2.85732,15,-0.4349,14,-0.5128,2,-3.3426,7,-1.6520,11,-1.0166,25,0.40998,16,-0.3028
ENSG00000009335,UBE3C,89,1.20407,23,-0.9880,27,-0.7440,52,0.29433,59,0.57962,34,-0.4361,41,-0.0894,16,-1.4725
ENSG00000105993,DNAJB6,89,-1.5345,248,0.03107,170,-0.5601,169,-0.5694,293,0.34925,321,0.52025,300,0.34495,224,-0.1291
ENSG00000155093,PTPRN2,89,-0.8133,19,-3.0528,83,-0.9200,209,0.53368,224,0.75449,174,0.26784,195,0.41814,114,-0.4336
ENSG00000117868,ESYT2,89,1.28765,17,-1.3289,55,0.45940,39,-0.1206,39,-0.1115,31,-0.4847,47,0.18800,28,-0.6254
ENSG00000126870,WDR60,89,0.41202,77,0.17594,99,0.58323,30,-1.2682,49,-0.5962,57,-0.3395,123,0.95584,61,-0.1913
ENSG00000147364,FBXO25,89,0.97756,57,0.23348,38,-0.4020,29,-0.8188,38,-0.4732,37,-0.4886,59,0.26781,73,0.62513
ENSG00000104714,ERICH1,89,1.63445,25,-0.5120,31,-0.1761,24,-0.5946,30,-0.2431,32,-0.1364,35,0.00566,18,-0.9858
ENSG00000198010,DLGAP2,89,1.60273,0,-9.5136,12,-1.5734,19,-0.9501,50,0.66398,31,-0.2207,62,0.94778,7,-2.4228
ENSG00000182372,CLN8,89,1.96622,56,1.09111,27,-0.1325,6,-2.3110,17,-0.9391,14,-1.2427,22,-0.4201,30,0.06891
ENSG00000253982,AC100810.1,89,0.76505,72,0.39447,75,0.46135,77,0.52300,30,-1.0519,60,0.11811,27,-1.1435,42,-0.4659
ENSG00000104728,ARHGEF10,89,1.64533,85,1.54540,27,-0.3897,21,-0.7277,11,-1.7673,5,-3.0263,19,-0.8727,69,1.17655
ENSG00000176595,KBTBD11,89,-0.3814,79,-0.5723,96,-0.2749,105,-0.1226,162,0.66319,112,-0.0264,87,-0.4320,135,0.27311
ENSG00000036448,MYOM2,89,1.81138,5,-2.5682,33,0.08216,21,-0.6630,38,0.31548,26,-0.3058,34,0.13540,5,-2.7768
ENSG00000183117,CSMD1,89,2.52000,5,-2.2322,2,-3.3422,5,-2.2896,30,0.53418,13,-0.8662,35,0.70020,3,-2.8407
ENSG00000147316,MCPH1,89,2.23216,33,0.39995,11,-1.2818,4,-2.5642,17,-0.6833,13,-1.1391,30,0.23016,30,0.22680
ENSG00000155189,AGPAT5,89,0.50251,114,0.91971,78,0.27991,37,-0.8847,50,-0.4652,35,-1.0617,71,0.13449,96,0.61819
ENSG00000147324,MFHAS1,89,1.82110,7,-2.2446,20,-0.7235,35,0.15161,10,-1.8790,17,-1.0173,54,0.89959,56,0.95273
ENSG00000173273,TNKS,89,0.87497,60,0.21169,33,-0.7064,57,0.13382,61,0.28150,38,-0.5609,40,-0.4293,47,-0.1658
ENSG00000253230,LINC00599,89,1.97690,1,-4.6995,22,-0.4631,16,-0.9506,33,0.21273,28,-0.0471,39,0.49513,2,-3.8531
ENSG00000175806,MSRA,89,1.01794,16,-1.6375,21,-1.2740,40,-0.2946,52,0.14087,80,0.96887,39,-0.3231,14,-1.9134
ENSG00000104643,MTMR9,89,0.54020,44,-0.5886,26,-1.3914,52,-0.3368,87,0.57313,51,-0.4140,110,0.89738,45,-0.5610
ENSG00000154319,FAM167A,89,2.05935,13,-1.1164,37,0.45936,42,0.67337,4,-2.8434,3,-3.1387,12,-1.3258,70,1.56931
ENSG00000154328,NEIL2,89,1.17902,21,-1.1371,60,0.48448,56,0.37244,31,-0.6321,48,0.15801,40,-0.1615,19,-1.2976
ENSG00000079459,FDFT1,89,-0.7026,178,0.38757,95,-0.6033,114,-0.3198,192,0.59662,140,-0.0029,97,-0.5720,162,0.23642
ENSG00000164733,CTSB,89,-1.2476,142,-0.5399,204,0.02918,168,-0.2836,332,0.98225,171,-0.2799,239,0.28136,157,-0.3833
ENSG00000283674,AC068587.4,89,1.13363,9,-2.3955,20,-1.2245,27,-0.7787,45,-0.0070,46,0.01153,71,0.72403,55,0.31618
ENSG00000154359,LONRF1,89,1.55417,15,-1.3581,31,-0.2118,25,-0.5778,39,0.15729,23,-0.7325,39,0.12861,35,-0.0241
ENSG00000250305,TRMT9B,89,2.76829,2,-3.3737,4,-2.2723,10,-1.0162,7,-1.6348,17,-0.2891,36,0.94723,13,-0.7197
ENSG00000164741,DLC1,89,0.80130,77,0.55686,54,-0.0385,53,-0.0579,15,-2.0507,15,-2.0650,106,1.09228,109,1.15560
ENSG00000104723,TUSC3,89,-0.0641,6,-4.0874,19,-2.4063,113,0.31319,161,1.08074,100,0.13909,123,0.45209,57,-0.7517
ENSG00000155970,MICU3,89,-0.0192,43,-1.1392,44,-1.1213,52,-0.8576,130,0.68517,92,0.02654,177,1.12432,56,-0.7459
ENSG00000104219,ZDHHC2,89,1.70100,50,0.64176,51,0.68972,29,-0.2166,17,-1.0809,26,-0.3986,21,-0.7351,6,-2.4488
ENSG00000198791,CNOT7,89,-0.2879,46,-1.3012,98,-0.1405,108,0.00603,137,0.45237,117,0.15261,133,0.34914,91,-0.2551
ENSG00000155975,VPS37A,89,1.81563,30,-0.0921,19,-0.8127,23,-0.4591,25,-0.3924,27,-0.2576,27,-0.2394,22,-0.5350
ENSG00000003987,MTMR7,89,1.27235,34,-0.3163,5,-3.0265,38,-0.1770,58,0.61817,21,-1.1362,54,0.40645,40,-0.0696
ENSG00000129422,MTUS1,89,-0.6190,709,3.35820,130,-0.0360,70,-0.9873,15,-3.3457,24,-2.7289,116,-0.2178,135,0.02488
ENSG00000078674,PCM1,89,-1.7581,459,0.80433,163,-0.8574,116,-1.3745,242,-0.2713,184,-0.7311,552,1.12800,590,1.24921
ENSG00000104763,ASAH1,89,-0.8529,134,-0.2311,140,-0.1565,229,0.64377,198,0.46491,135,-0.2444,117,-0.4448,171,0.16444
ENSG00000156011,PSD3,89,-1.7465,74,-2.0291,142,-1.0540,86,-1.7958,477,1.04598,346,0.39368,507,0.99123,255,-0.1497
ENSG00000147408,CSGALNACT1,89,0.64095,26,-1.2788,68,0.18113,50,-0.2953,58,-0.0583,25,-1.4534,46,-0.4396,158,1.66585
ENSG00000104613,INTS10,89,1.21613,34,-0.3564,39,-0.1751,29,-0.6281,58,0.54639,30,-0.6133,35,-0.3237,30,-0.5875
ENSG00000147416,ATP6V1B2,89,-1.8711,56,-2.5626,62,-2.4043,233,-0.4210,634,1.51389,420,0.60872,338,0.16879,156,-1.0394
ENSG00000061337,LZTS1,89,2.45037,2,-3.5995,23,-0.0125,6,-1.9426,32,0.57471,6,-2.0083,26,0.18800,10,-1.2856
ENSG00000168546,GFRA2,89,1.94124,0,-5.5071,1,-4.7201,14,-1.0992,51,1.04563,30,0.02383,23,-0.3654,6,-2.2700
ENSG00000130227,XPO7,89,1.10971,34,-0.4913,37,-0.3351,32,-0.5712,52,0.22211,35,-0.4792,47,0.04172,47,0.03712
ENSG00000158806,NPM2,89,0.75430,1,-5.9198,59,0.06098,46,-0.3306,59,0.09332,77,0.57929,62,0.15147,35,-0.7266
ENSG00000158856,DMTN,89,-1.2831,4,-5.6765,149,-0.5018,185,-0.1649,325,0.88806,281,0.59248,285,0.53293,128,-0.7330
ENSG00000168481,LGI3,89,0.66506,146,1.54339,21,-1.5653,37,-0.7478,70,0.29920,42,-0.6139,45,-0.4209,33,-0.9319
ENSG00000168490,PHYHIP,89,-1.3430,5,-5.4435,97,-1.2222,106,-1.0824,519,1.91496,209,-0.0397,294,0.51834,89,-1.3420
ENSG00000168495,POLR3D,89,2.53886,24,0.07899,13,-0.7900,17,-0.4176,10,-1.3787,17,-0.4277,18,-0.3280,9,-1.4266
ENSG00000104635,SLC39A14,89,2.66568,5,-2.1212,0,-5.1701,11,-1.0210,25,0.29183,11,-1.1033,20,-0.1030,16,-0.4692
ENSG00000120896,SORBS3,89,2.35838,23,-0.0785,54,1.36002,30,0.34150,5,-2.4333,5,-2.4395,11,-1.1323,14,-0.8004
ENSG00000120913,PDLIM2,89,1.59844,16,-1.2066,50,0.57872,85,1.50878,18,-1.1041,28,-0.4062,7,-2.4532,13,-1.5325
ENSG00000158941,CCAR2,89,1.45709,21,-0.9234,14,-1.4577,24,-0.7217,54,0.67958,27,-0.5881,37,-0.0192,31,-0.3227
ENSG00000179388,EGR3,89,0.66525,0,-8.8790,39,-0.6371,25,-1.3527,113,1.28647,63,0.09117,71,0.28901,19,-1.7058
ENSG00000008853,RHOBTB2,89,1.84207,9,-1.8469,27,-0.2194,22,-0.5208,33,0.13189,22,-0.6099,31,-0.0100,22,-0.5396
ENSG00000147457,CHMP7,89,1.58819,19,-0.9644,12,-1.5752,21,-0.7756,48,0.56707,36,0.01564,21,-0.8047,24,-0.6298
ENSG00000104679,R3HCC1,89,1.10446,47,0.02534,22,-1.1418,80,0.90647,46,-0.0060,42,-0.1440,23,-1.0661,23,-1.0471
ENSG00000197217,ENTPD4,89,1.10812,18,-1.4397,5,-3.1420,47,0.03424,70,0.81251,45,-0.0363,59,0.39386,11,-2.1553
